Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric
P1777,Industrial Complex,Road,Low,4722946,72,93,83,2.71,0.56,171,Feasible,1
P1778,Industrial Complex,Water Infra,High,2486205,55,61,39,9.48,0.72,359,Borderline,3
P1779,Urban Flyover,Building,High,3865899,73,93,91,4.64,0.56,218,Feasible,3
P1780,Industrial Complex,Building,High,1224695,69,31,92,0.59,0.75,200,Not Feasible,3
P1781,Urban Flyover,Road,High,3981467,86,53,90,7.29,0.78,132,Feasible,3
P1782,Industrial Complex,Building,Medium,4441628,69,95,97,3.29,0.67,509,Feasible,2
P1783,Smart Solar Grid,Water Infra,Medium,2101844,61,67,47,6.53,0.54,561,Feasible,2
P1784,Urban Flyover,Power Plant,Low,6675310,82,60,21,2.8,0.97,476,Feasible,1
P1785,Highway Expansion,Bridge,Low,5767493,77,55,62,5.71,0.89,247,Not Feasible,1
P1786,Industrial Complex,Power Plant,High,2410706,57,58,27,7.72,0.92,423,Feasible,3
P1787,Smart Solar Grid,Water Infra,Low,4340216,50,96,32,9.28,0.68,535,Not Feasible,1
P1788,Urban Flyover,Power Plant,Medium,4833284,86,54,54,2.61,0.88,130,Feasible,2
P1789,Industrial Complex,Bridge,Medium,5857088,71,77,42,3.35,0.74,200,Not Feasible,2
P1790,Highway Expansion,Power Plant,High,2847865,55,94,65,4.64,0.6,380,Feasible,3
P1791,Industrial Complex,Road,High,1919484,70,82,34,9.27,0.56,125,Feasible,3
P1792,Smart Solar Grid,Water Infra,Medium,5897954,81,96,21,9.01,0.67,577,Not Feasible,2
P1793,Dam Reinforcement,Building,High,5017136,84,47,80,0.9,0.57,492,Feasible,3
P1794,Dam Reinforcement,Road,High,6481240,64,38,95,1.32,1.0,341,Feasible,3
P1795,Smart Solar Grid,Road,Low,1344855,54,67,83,4.96,0.52,524,Not Feasible,1
P1796,Smart Solar Grid,Bridge,Medium,6750283,95,50,71,1.07,0.72,417,Not Feasible,2
P1797,Urban Flyover,Power Plant,Low,2074961,99,94,55,3.46,0.73,200,Feasible,1
P1798,Dam Reinforcement,Water Infra,Low,5625678,97,50,86,1.48,0.65,530,Borderline,1
P1799,Urban Flyover,Bridge,Low,4561963,55,56,88,6.36,0.79,122,Borderline,1
P1800,Industrial Complex,Bridge,Low,3377935,74,99,86,9.49,0.57,179,Not Feasible,1
P1801,Smart Solar Grid,Power Plant,Low,2134106,95,73,66,9.97,0.89,340,Not Feasible,1
P1802,Urban Flyover,Water Infra,Medium,6998151,89,57,21,3.75,0.67,569,Feasible,2
P1803,Smart Solar Grid,Road,Medium,5478011,78,74,63,5.99,0.8,468,Feasible,2
P1804,Urban Flyover,Water Infra,Medium,3474968,56,46,83,8.56,0.86,168,Feasible,2
P1805,Industrial Complex,Bridge,Medium,6672540,89,69,97,1.17,0.94,347,Feasible,2
P1806,Industrial Complex,Bridge,High,6180724,62,32,47,6.9,0.92,409,Borderline,3
P1807,Highway Expansion,Building,Low,6644807,87,95,73,4.09,0.8,412,Feasible,1
P1808,Dam Reinforcement,Power Plant,Medium,6972558,67,75,93,2.06,0.69,417,Borderline,2
P1809,Highway Expansion,Building,High,3442266,51,59,86,4.03,0.75,312,Feasible,3
P1810,Dam Reinforcement,Bridge,Medium,5437677,57,98,55,0.76,0.88,563,Feasible,2
P1811,Industrial Complex,Road,High,5542001,60,38,82,6.95,0.94,593,Feasible,3
P1812,Urban Flyover,Bridge,Low,6404659,82,40,44,2.53,0.55,376,Feasible,1
P1813,Smart Solar Grid,Water Infra,Medium,2218758,87,98,67,3.11,0.69,562,Not Feasible,2
P1814,Industrial Complex,Water Infra,High,6241218,97,95,58,1.21,0.89,507,Feasible,3
P1815,Industrial Complex,Road,Medium,2655743,76,60,66,8.65,0.72,222,Feasible,2
P1816,Urban Flyover,Road,Medium,6150635,69,62,40,4.93,0.67,517,Borderline,2
P1817,Industrial Complex,Building,High,6481140,61,68,49,5.72,0.71,485,Feasible,3
P1818,Industrial Complex,Road,Low,4977019,92,75,50,5.69,0.8,265,Feasible,1
P1819,Urban Flyover,Bridge,Medium,4068281,80,66,45,4.1,1.0,409,Borderline,2
P1820,Industrial Complex,Power Plant,Low,5981262,76,89,41,1.93,0.75,376,Feasible,1
P1821,Dam Reinforcement,Water Infra,Medium,5525208,81,60,40,7.45,0.6,428,Feasible,2
P1822,Dam Reinforcement,Water Infra,Medium,6290717,59,40,20,1.27,0.58,397,Feasible,2
P1823,Dam Reinforcement,Bridge,High,1518349,52,31,56,1.04,0.52,583,Feasible,3
P1824,Dam Reinforcement,Power Plant,Medium,3881990,94,56,96,7.1,0.78,308,Feasible,2
P1825,Industrial Complex,Road,Medium,1797968,76,31,65,2.09,0.77,525,Borderline,2
P1826,Smart Solar Grid,Building,Low,1079083,84,50,28,3.07,0.6,297,Borderline,1
P1827,Dam Reinforcement,Power Plant,High,3655971,80,87,36,4.75,0.85,135,Feasible,3
P1828,Dam Reinforcement,Bridge,High,6609125,64,34,66,4.49,0.87,531,Feasible,3
P1829,Industrial Complex,Road,Low,4997615,65,81,78,7.09,0.63,595,Not Feasible,1
P1830,Highway Expansion,Road,High,6841912,62,74,73,6.23,0.67,494,Feasible,3
P1831,Industrial Complex,Road,High,3874299,98,49,31,6.44,1.0,205,Borderline,3
P1832,Urban Flyover,Power Plant,Low,5848341,84,90,83,7.14,0.69,367,Feasible,1
P1833,Dam Reinforcement,Road,High,2804673,60,67,25,2.93,0.88,573,Borderline,3
P1834,Urban Flyover,Power Plant,High,3938199,70,49,72,3.22,0.73,336,Not Feasible,3
P1835,Dam Reinforcement,Bridge,Low,1609996,60,54,35,4.38,0.9,161,Not Feasible,1
P1836,Highway Expansion,Building,Medium,5909776,79,31,24,3.07,0.88,313,Feasible,2
P1837,Smart Solar Grid,Power Plant,High,1778513,97,61,92,9.85,0.83,446,Feasible,3
P1838,Highway Expansion,Bridge,Medium,4303389,84,55,65,8.14,0.93,492,Feasible,2
P1839,Industrial Complex,Power Plant,Medium,5354385,71,99,33,1.65,0.97,584,Feasible,2
P1840,Industrial Complex,Bridge,High,1388590,87,70,63,0.06,0.79,282,Feasible,3
P1841,Urban Flyover,Building,High,2765982,80,96,82,0.43,0.62,395,Not Feasible,3
P1842,Urban Flyover,Water Infra,Medium,6087397,63,30,71,2.44,0.7,483,Feasible,2
P1843,Industrial Complex,Building,High,3778655,73,80,45,1.14,0.88,249,Feasible,3
P1844,Industrial Complex,Water Infra,Low,4151882,99,34,72,5.33,0.83,382,Feasible,1
P1845,Industrial Complex,Water Infra,High,6153496,98,42,48,8.58,0.59,599,Feasible,3
P1846,Dam Reinforcement,Road,Low,4210016,81,48,38,7.37,0.53,296,Feasible,1
P1847,Highway Expansion,Power Plant,Medium,3379877,85,41,66,2.16,0.84,586,Feasible,2
P1848,Dam Reinforcement,Road,Medium,3389383,81,77,27,3.99,0.63,579,Feasible,2
P1849,Smart Solar Grid,Bridge,Low,1164053,64,54,42,5.08,0.75,384,Not Feasible,1
P1850,Dam Reinforcement,Bridge,Medium,5787890,92,86,54,8.1,0.87,146,Not Feasible,2
P1851,Industrial Complex,Bridge,Medium,6973544,84,64,72,8.39,0.78,581,Feasible,2
P1852,Dam Reinforcement,Road,Medium,6282379,52,34,77,9.1,0.54,505,Feasible,2
P1853,Urban Flyover,Building,Low,2436536,65,51,24,5.09,0.59,204,Not Feasible,1
P1854,Industrial Complex,Road,Low,3542637,54,86,35,6.94,0.61,315,Borderline,1
P1855,Highway Expansion,Road,Medium,4390926,70,76,36,1.12,0.63,435,Borderline,2
P1856,Dam Reinforcement,Building,Low,4613263,59,83,51,5.65,0.78,362,Borderline,1
P1857,Industrial Complex,Building,Low,5158549,68,32,71,2.49,0.75,588,Not Feasible,1
P1858,Urban Flyover,Building,Medium,6863515,74,82,39,4.32,0.6,487,Feasible,2
P1859,Urban Flyover,Power Plant,High,6553811,53,60,85,6.34,0.53,461,Not Feasible,3
P1860,Dam Reinforcement,Road,Medium,2346208,78,98,20,2.57,0.59,296,Not Feasible,2
P1861,Industrial Complex,Power Plant,High,5530889,68,62,77,0.52,0.99,249,Feasible,3
P1862,Highway Expansion,Water Infra,Medium,2778599,92,79,63,0.1,0.73,264,Feasible,2
P1863,Smart Solar Grid,Water Infra,Low,1022431,51,45,25,0.22,0.93,202,Not Feasible,1
P1864,Urban Flyover,Road,Medium,2243131,59,68,69,0.08,0.92,479,Borderline,2
P1865,Smart Solar Grid,Bridge,Low,1647008,92,75,91,1.1,0.76,207,Feasible,1
P1866,Highway Expansion,Building,Medium,1573441,74,76,39,2.39,0.85,139,Feasible,2
P1867,Dam Reinforcement,Power Plant,Medium,5462816,69,73,33,2.21,0.6,349,Feasible,2
P1868,Urban Flyover,Water Infra,High,5370380,97,38,24,9.87,0.84,579,Feasible,3
P1869,Smart Solar Grid,Road,Medium,3049949,68,79,60,3.06,0.64,592,Feasible,2
P1870,Urban Flyover,Bridge,Medium,2268300,72,89,59,1.27,0.92,245,Feasible,2
P1871,Smart Solar Grid,Road,High,2947763,73,44,53,5.46,0.54,590,Feasible,3
P1872,Industrial Complex,Bridge,Medium,2629849,60,65,99,8.58,0.89,473,Feasible,2
P1873,Industrial Complex,Road,Low,2885077,95,92,64,6.78,0.55,535,Feasible,1
P1874,Dam Reinforcement,Building,Low,4882149,83,98,90,2.96,0.94,170,Feasible,1
P1875,Highway Expansion,Building,High,5873062,77,70,99,5.62,0.65,207,Feasible,3
P1876,Urban Flyover,Bridge,Medium,1050861,54,53,90,7.15,0.83,289,Feasible,2
P1877,Highway Expansion,Road,High,5845710,54,78,46,7.28,0.74,182,Borderline,3
P1878,Smart Solar Grid,Building,Low,5000737,70,47,97,6.67,0.68,208,Borderline,1
P1879,Dam Reinforcement,Road,Medium,1721001,61,36,97,8.71,0.82,308,Feasible,2
P1880,Industrial Complex,Road,Medium,2991083,99,33,63,8.7,0.97,309,Not Feasible,2
P1881,Industrial Complex,Building,High,5519216,53,98,52,5.79,0.52,506,Not Feasible,3
P1882,Dam Reinforcement,Water Infra,High,2623911,98,89,52,4.3,0.96,208,Not Feasible,3
P1883,Urban Flyover,Water Infra,High,6038396,91,84,63,6.42,0.8,467,Feasible,3
P1884,Highway Expansion,Road,High,2443717,69,45,39,8.18,0.9,451,Feasible,3
P1885,Smart Solar Grid,Water Infra,Medium,5409352,87,58,55,0.06,0.69,145,Feasible,2
P1886,Highway Expansion,Power Plant,Medium,3857733,74,52,26,9.92,0.74,295,Feasible,2
P1887,Industrial Complex,Building,High,6885000,63,43,51,1.83,0.93,483,Borderline,3
P1888,Dam Reinforcement,Water Infra,Low,6111142,60,78,86,4.7,0.71,383,Feasible,1
P1889,Industrial Complex,Water Infra,Low,2205663,81,62,58,8.72,0.77,508,Not Feasible,1
P1890,Industrial Complex,Road,High,1033320,60,54,43,2.25,0.51,514,Not Feasible,3
P1891,Smart Solar Grid,Bridge,High,1327025,67,50,89,4.77,0.58,161,Feasible,3
P1892,Urban Flyover,Water Infra,Low,1364359,76,46,73,1.33,0.82,594,Feasible,1
P1893,Urban Flyover,Bridge,High,6138097,67,52,57,3.95,0.86,238,Borderline,3
P1894,Smart Solar Grid,Building,Medium,2308507,72,86,93,1.77,0.79,288,Feasible,2
P1895,Dam Reinforcement,Bridge,High,5066621,60,87,99,3.64,0.57,227,Feasible,3
P1896,Highway Expansion,Water Infra,Low,1943187,70,43,94,3.73,0.72,266,Feasible,1
P1897,Dam Reinforcement,Power Plant,Low,4993710,93,49,51,9.93,0.68,295,Feasible,1
P1898,Highway Expansion,Power Plant,Medium,2597690,54,59,64,9.95,0.75,556,Not Feasible,2
P1899,Urban Flyover,Building,Low,1100734,72,48,80,1.15,0.94,558,Not Feasible,1
P1900,Industrial Complex,Water Infra,High,1157702,90,82,89,7.26,0.89,495,Feasible,3
P1901,Industrial Complex,Building,Medium,3851274,74,85,72,0.52,0.54,308,Feasible,2
P1902,Dam Reinforcement,Road,Medium,2225811,90,52,70,0.3,0.95,279,Borderline,2
P1903,Smart Solar Grid,Road,High,2147087,59,91,95,1.05,0.74,421,Borderline,3
P1904,Highway Expansion,Bridge,Low,4081091,71,62,75,9.65,0.87,467,Feasible,1
P1905,Industrial Complex,Building,Low,4829049,68,47,46,9.41,0.57,539,Borderline,1
P1906,Dam Reinforcement,Power Plant,Low,3703381,50,62,57,1.94,0.84,521,Feasible,1
P1907,Smart Solar Grid,Building,Low,5923801,56,61,81,1.62,0.62,193,Not Feasible,1
P1908,Urban Flyover,Bridge,High,2868670,53,90,37,2.41,0.72,471,Not Feasible,3
P1909,Smart Solar Grid,Water Infra,High,5293122,50,83,83,5.16,0.51,137,Not Feasible,3
P1910,Urban Flyover,Building,High,5346664,64,46,96,5.7,0.58,259,Feasible,3
P1911,Dam Reinforcement,Bridge,Low,5813673,89,48,49,2.22,0.55,234,Feasible,1
P1912,Smart Solar Grid,Road,High,5755469,61,99,68,7.57,0.62,447,Not Feasible,3
P1913,Dam Reinforcement,Power Plant,High,1932817,71,63,60,3.1,0.55,344,Borderline,3
P1914,Urban Flyover,Water Infra,Medium,5335702,71,54,32,9.22,0.85,165,Feasible,2
P1915,Industrial Complex,Building,Medium,6761932,99,97,53,6.57,0.51,558,Borderline,2
P1916,Industrial Complex,Building,Medium,4278360,96,40,44,4.36,0.81,157,Feasible,2
P1917,Urban Flyover,Power Plant,Medium,3962732,66,45,85,7.9,0.57,325,Feasible,2
P1918,Highway Expansion,Road,High,3180338,78,90,37,8.18,0.97,505,Feasible,3
P1919,Highway Expansion,Building,Low,2992825,95,36,24,2.9,0.97,128,Not Feasible,1
P1920,Industrial Complex,Power Plant,Medium,4832978,63,45,38,3.4,0.61,372,Feasible,2
P1921,Industrial Complex,Power Plant,Low,6393974,99,45,61,9.36,0.81,227,Not Feasible,1
P1922,Smart Solar Grid,Water Infra,High,5115811,69,69,37,1.65,0.51,508,Not Feasible,3
P1923,Smart Solar Grid,Power Plant,High,1594604,99,41,51,0.42,0.97,217,Not Feasible,3
P1924,Industrial Complex,Power Plant,Medium,3049927,97,64,40,4.54,0.76,394,Not Feasible,2
P1925,Highway Expansion,Power Plant,Medium,4174108,82,50,29,8.01,0.52,190,Feasible,2
P1926,Smart Solar Grid,Building,Low,3731638,92,79,56,7.72,0.67,158,Feasible,1
P1927,Urban Flyover,Power Plant,Low,1264500,64,72,68,9.2,0.54,417,Borderline,1
P1928,Smart Solar Grid,Power Plant,Medium,3167478,61,46,32,5.33,0.7,520,Feasible,2
P1929,Smart Solar Grid,Power Plant,Medium,3976031,89,61,74,1.0,0.83,566,Feasible,2
P1930,Smart Solar Grid,Power Plant,Low,1639282,69,70,36,5.89,0.73,209,Feasible,1
P1931,Dam Reinforcement,Road,Medium,3903633,79,35,28,7.78,0.69,549,Not Feasible,2
P1932,Urban Flyover,Building,Medium,6711813,87,56,63,0.93,0.56,338,Feasible,2
P1933,Industrial Complex,Power Plant,High,2940369,52,49,97,1.73,0.62,226,Feasible,3
P1934,Highway Expansion,Bridge,Low,4948242,77,54,65,0.12,0.55,595,Not Feasible,1
P1935,Highway Expansion,Bridge,Low,2217060,75,95,27,5.94,0.9,523,Borderline,1
P1936,Industrial Complex,Bridge,Low,2031519,79,38,56,8.87,0.57,573,Feasible,1
P1937,Dam Reinforcement,Water Infra,High,1789352,62,82,38,6.71,0.8,511,Feasible,3
P1938,Highway Expansion,Road,High,5678714,62,90,82,9.82,0.67,215,Not Feasible,3
P1939,Smart Solar Grid,Bridge,High,2390281,51,67,65,0.63,0.61,522,Feasible,3
P1940,Highway Expansion,Road,High,4941106,86,32,90,9.03,0.82,151,Feasible,3
P1941,Urban Flyover,Bridge,Low,3322466,98,99,45,8.14,0.73,245,Not Feasible,1
P1942,Urban Flyover,Water Infra,Low,2851317,87,84,65,3.14,0.7,266,Feasible,1
P1943,Industrial Complex,Building,Medium,6822398,51,30,65,9.74,0.8,399,Feasible,2
P1944,Dam Reinforcement,Road,Low,2946830,85,99,94,2.88,0.75,143,Borderline,1
P1945,Dam Reinforcement,Building,Medium,3614150,75,74,33,8.89,0.65,559,Feasible,2
P1946,Highway Expansion,Water Infra,High,2568560,60,76,82,8.81,0.78,328,Feasible,3
P1947,Dam Reinforcement,Road,Low,5660061,57,55,91,7.58,0.83,239,Feasible,1
P1948,Dam Reinforcement,Building,Low,3605214,93,43,22,5.63,0.51,393,Not Feasible,1
P1949,Highway Expansion,Water Infra,Medium,3229180,89,83,47,1.2,0.73,259,Not Feasible,2
P1950,Urban Flyover,Power Plant,High,3328599,92,75,48,5.32,0.53,416,Not Feasible,3
P1951,Smart Solar Grid,Road,Medium,1995843,71,60,37,3.57,0.59,462,Not Feasible,2
P1952,Industrial Complex,Building,High,5188891,69,88,54,7.92,0.78,551,Feasible,3
P1953,Urban Flyover,Water Infra,Medium,1626045,57,58,96,7.58,0.93,201,Borderline,2
P1954,Dam Reinforcement,Power Plant,Low,6675539,78,46,95,9.11,0.94,567,Not Feasible,1
P1955,Dam Reinforcement,Road,Low,5031419,89,43,66,0.15,0.53,519,Not Feasible,1
P1956,Highway Expansion,Power Plant,Medium,5495511,75,65,24,8.09,0.71,327,Feasible,2
P1957,Industrial Complex,Bridge,Low,2424945,79,87,94,9.38,0.79,526,Feasible,1
P1958,Smart Solar Grid,Road,High,2391538,66,53,78,7.89,0.57,589,Feasible,3
P1959,Highway Expansion,Water Infra,Low,3363999,69,92,94,1.3,0.88,542,Feasible,1
P1960,Highway Expansion,Water Infra,Low,1720488,65,54,78,0.81,0.87,152,Feasible,1
P1961,Smart Solar Grid,Road,High,5790691,95,88,66,0.21,0.95,143,Feasible,3
P1962,Smart Solar Grid,Bridge,High,1419065,92,61,32,6.29,0.5,180,Borderline,3
P1963,Dam Reinforcement,Road,Medium,3784372,56,47,97,6.3,0.61,430,Feasible,2
P1964,Highway Expansion,Building,Medium,5225889,65,66,52,9.87,0.91,308,Feasible,2
P1965,Urban Flyover,Water Infra,High,2463807,94,55,81,3.98,0.84,203,Feasible,3
P1966,Urban Flyover,Power Plant,Medium,4092195,96,38,98,3.32,0.95,344,Not Feasible,2
P1967,Highway Expansion,Water Infra,Low,2616449,97,93,35,6.24,0.53,598,Feasible,1
P1968,Smart Solar Grid,Bridge,Low,1289102,76,49,63,8.26,0.8,287,Feasible,1
P1969,Industrial Complex,Road,High,2336737,72,83,77,9.37,0.78,305,Feasible,3
P1970,Smart Solar Grid,Water Infra,Low,4060006,73,59,25,8.03,0.52,494,Feasible,1
P1971,Smart Solar Grid,Building,Low,3377074,58,82,34,4.27,0.76,191,Borderline,1
P1972,Industrial Complex,Bridge,Medium,3797753,84,92,23,6.35,0.8,193,Feasible,2
P1973,Smart Solar Grid,Bridge,Medium,2090805,69,40,75,8.56,0.6,504,Not Feasible,2
P1974,Industrial Complex,Power Plant,High,5443778,86,60,83,4.91,0.64,460,Feasible,3
P1975,Highway Expansion,Water Infra,Medium,5162065,91,78,87,2.17,0.82,272,Feasible,2
P1976,Industrial Complex,Road,Medium,4010087,66,48,53,1.7,0.73,215,Borderline,2
P1977,Urban Flyover,Bridge,Low,1260116,96,41,75,0.0,0.93,172,Not Feasible,1
P1978,Industrial Complex,Building,Medium,3968462,80,44,51,7.18,0.67,564,Feasible,2
P1979,Smart Solar Grid,Building,Low,4042146,57,60,28,1.11,0.63,293,Feasible,1
P1980,Highway Expansion,Road,High,3618137,64,72,82,2.44,0.99,229,Feasible,3
P1981,Industrial Complex,Building,Low,5214279,80,66,91,2.98,0.96,577,Feasible,1
P1982,Smart Solar Grid,Power Plant,Medium,5352099,79,58,97,5.6,0.51,435,Not Feasible,2
P1983,Industrial Complex,Road,High,4562223,95,55,52,3.98,0.89,170,Feasible,3
P1984,Highway Expansion,Building,High,2257949,69,31,40,6.75,0.56,496,Borderline,3
P1985,Highway Expansion,Power Plant,Low,6219243,88,44,74,0.56,0.51,372,Borderline,1
P1986,Urban Flyover,Building,Medium,3971981,61,33,95,1.24,0.64,192,Feasible,2
P1987,Highway Expansion,Water Infra,Low,4850241,98,79,76,4.99,0.63,331,Not Feasible,1
P1988,Smart Solar Grid,Road,Medium,6538166,66,67,21,3.37,0.91,551,Feasible,2
P1989,Highway Expansion,Building,Low,4959076,91,52,32,2.96,0.86,331,Feasible,1
P1990,Highway Expansion,Building,Low,4734340,79,88,23,0.67,0.99,370,Not Feasible,1
P1991,Smart Solar Grid,Power Plant,Medium,4321765,78,57,69,8.96,0.86,287,Borderline,2
P1992,Smart Solar Grid,Water Infra,Medium,1388076,68,95,67,6.92,0.71,382,Feasible,2
P1993,Highway Expansion,Water Infra,Low,5884797,95,37,97,1.22,0.85,450,Feasible,1
P1994,Highway Expansion,Power Plant,High,4109244,60,58,49,0.65,1.0,588,Feasible,3
P1995,Industrial Complex,Water Infra,Medium,5816909,83,40,48,9.75,0.86,349,Feasible,2
P1996,Highway Expansion,Building,Low,5919799,99,47,27,6.81,0.88,358,Feasible,1
P1997,Urban Flyover,Building,Medium,6540070,56,84,31,4.17,0.97,394,Borderline,2
P1998,Urban Flyover,Water Infra,High,3198611,93,79,60,7.02,0.56,262,Feasible,3
P1999,Urban Flyover,Building,High,5956289,83,43,45,7.56,0.85,189,Feasible,3
P2000,Urban Flyover,Water Infra,High,2960826,69,38,69,7.8,0.93,564,Feasible,3
P2001,Highway Expansion,Power Plant,Medium,3844664,99,40,21,4.78,0.98,431,Feasible,2
P2002,Industrial Complex,Road,Low,3613275,87,92,74,4.3,0.61,513,Not Feasible,1
P2003,Smart Solar Grid,Power Plant,Low,2378369,73,96,75,0.11,0.75,293,Borderline,1
P2004,Highway Expansion,Road,Medium,3423970,59,82,33,9.27,0.84,455,Feasible,2
P2005,Dam Reinforcement,Power Plant,Low,3090212,81,68,25,6.03,0.62,228,Feasible,1
P2006,Highway Expansion,Bridge,Medium,6230852,64,85,80,2.03,0.8,322,Borderline,2
P2007,Urban Flyover,Building,High,5171774,86,57,31,9.2,0.63,304,Feasible,3
P2008,Dam Reinforcement,Power Plant,Medium,3241984,69,68,32,9.15,0.67,410,Feasible,2
P2009,Highway Expansion,Road,High,1152999,52,54,38,9.89,0.72,447,Feasible,3
P2010,Industrial Complex,Water Infra,Low,5542923,86,50,63,8.74,0.76,211,Not Feasible,1
P2011,Industrial Complex,Water Infra,High,1061367,89,39,78,9.98,0.72,378,Feasible,3
P2012,Dam Reinforcement,Power Plant,Medium,1753315,57,72,56,2.45,0.75,441,Feasible,2
P2013,Smart Solar Grid,Power Plant,High,5600108,89,44,44,8.42,0.65,556,Feasible,3
P2014,Dam Reinforcement,Power Plant,Medium,4005334,93,77,35,8.23,0.58,325,Feasible,2
P2015,Industrial Complex,Water Infra,High,3854190,72,50,57,2.31,0.52,171,Feasible,3
P2016,Dam Reinforcement,Bridge,High,2284382,89,89,62,0.98,0.6,468,Not Feasible,3
P2017,Urban Flyover,Power Plant,Medium,4853321,60,79,33,9.79,0.79,300,Borderline,2
P2018,Urban Flyover,Water Infra,Low,6287618,95,52,25,2.96,0.89,557,Feasible,1
P2019,Smart Solar Grid,Water Infra,Low,3654837,57,42,42,8.71,0.58,422,Feasible,1
P2020,Dam Reinforcement,Power Plant,High,4484239,78,98,79,0.04,0.55,122,Feasible,3
P2021,Dam Reinforcement,Road,Low,2042377,79,33,31,0.21,0.87,568,Not Feasible,1
P2022,Dam Reinforcement,Road,Low,5577033,59,38,32,4.66,0.65,518,Feasible,1
P2023,Dam Reinforcement,Building,Medium,4257181,88,64,25,2.39,0.98,203,Not Feasible,2
P2024,Smart Solar Grid,Water Infra,Low,6262696,77,50,82,6.9,0.86,333,Borderline,1
P2025,Industrial Complex,Building,Medium,6154048,98,87,57,5.66,0.66,153,Feasible,2
P2026,Highway Expansion,Building,Medium,1923780,85,47,69,0.77,0.64,169,Borderline,2
P2027,Smart Solar Grid,Road,High,3866451,62,72,71,1.63,0.76,408,Feasible,3
P2028,Industrial Complex,Road,High,6659595,81,35,59,3.88,0.54,448,Not Feasible,3
P2029,Industrial Complex,Bridge,High,3468152,85,96,27,1.86,0.56,378,Not Feasible,3
P2030,Industrial Complex,Water Infra,High,5407871,86,41,80,7.92,0.59,377,Not Feasible,3
P2031,Dam Reinforcement,Bridge,High,2942811,75,41,27,4.16,0.89,507,Not Feasible,3
P2032,Smart Solar Grid,Power Plant,Low,1298090,71,95,53,0.93,0.76,391,Feasible,1
P2033,Industrial Complex,Bridge,Low,1317348,53,31,98,4.84,0.51,301,Feasible,1
P2034,Highway Expansion,Power Plant,Medium,6425838,80,44,79,0.91,0.84,152,Feasible,2
P2035,Highway Expansion,Building,High,2326283,67,52,76,1.29,0.71,384,Not Feasible,3
P2036,Urban Flyover,Water Infra,High,1092324,87,58,65,2.4,0.76,432,Feasible,3
P2037,Industrial Complex,Bridge,Medium,3320688,73,36,41,8.6,0.61,159,Feasible,2
P2038,Smart Solar Grid,Water Infra,Medium,2805808,72,57,59,9.25,0.78,427,Feasible,2
P2039,Dam Reinforcement,Building,Medium,2320567,71,43,64,8.26,0.99,329,Feasible,2
P2040,Urban Flyover,Building,High,5220459,51,73,74,3.34,0.54,391,Feasible,3
P2041,Industrial Complex,Building,Medium,5536119,80,59,70,2.72,0.64,255,Feasible,2
P2042,Dam Reinforcement,Building,Low,6884059,60,61,24,5.49,0.62,206,Not Feasible,1
P2043,Smart Solar Grid,Road,High,5015470,77,99,32,7.22,0.62,179,Not Feasible,3
P2044,Smart Solar Grid,Road,Low,5654798,95,35,47,9.93,0.69,283,Borderline,1
P2045,Urban Flyover,Building,High,4277419,81,56,99,1.32,0.91,122,Feasible,3
